MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,MassFeature_Column,Volume,Adjusted_Area_VolNormed,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,nmolinEnviroave,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
Carnitine,"L-Methionine, D3",0.16433647476993435,0.1191773931274841,379602112,170419,Smp,U9_A,A,170419,365777032.33382535,170419_Smp_U9_A Carnitine,HILICPos,Carnitine_X_HILICPos,10,36577703.23338254,17,0.8851351351351351,1,400,3,3,Carnitine,1819196160,1555227008,1687211584,NA,0.8108256426181801,0.03208489738275723,C7H15NO3,7,1,0.22459428167930062,0.03208489738275723,144.449474407212,28.351435453370367,0.0015548293450078985,0.0011316851111657924,5.35,4.198023956622442e-5
Citrulline,"L-Cysteic Acid, D3",0.34918224562645994,0.1747657550710171,5320073,170419,Smp,U9_A,A,170419,4875905.374990563,170419_Smp_U9_A Citrulline,HILICPos,Citrulline_X_HILICPos,10,487590.5374990563,119,0.19594594594594592,1,400,3,3,Citrulline,11211108,8115568.5,9663338.25,NA,0.7850489891631054,0.0771280896290654,C6H13N3O3,6,3,0.46276853777439236,0.23138426888719618,144.449474407212,28.351435453370367,0.0032036706237491682,0.008161289373434164,5.35,8.649879210736306e-5
Creatine,"DL-Alanine, D3",0.5381360141315187,0.30251578974016746,27372150,170419,Smp,U9_A,A,170419,46303593.13372488,170419_Smp_U9_A Creatine,HILICPos,Creatine_X_HILICPos,10,4630359.313372487,67,0.5472972972972974,1,400,3,3,Creatine,554973760,429235360,492104560,NA,0.9698226820631286,0.011642499096801047,C4H9N3O2,4,3,0.04656999638720419,0.03492749729040314,144.449474407212,28.351435453370367,3.223964405430821e-4,0.0012319481088655434,5.35,8.704672221907325e-6
Cystathionine,"L-Cysteic Acid, D3",0.5351052048867022,0.40021300026609186,1144464,170419,Smp,U9_A,A,170419,1048913.834280695,170419_Smp_U9_A Cystathionine,HILICPos,Cystathionine_X_HILICPos,10,104891.3834280695,138,0.06756756756756754,1,400,3,3,Cystathionine,6720880.5,5750246,6235563.25,NA,1.1643892164208818,0.017335932045150906,C7H14N2O4S,7,2,0.12135152431605634,0.03467186409030181,144.449474407212,28.351435453370367,8.400966830378274e-4,0.0012229315213096233,5.35,2.268252790954324e-5
Cytosine,"L-Methionine, D3",0.21760489729507,0.13840757021969888,135882512,170419,Smp,U9_A,A,170419,130933681.38432647,170419_Smp_U9_A Cytosine,HILICPos,Cytosine_X_HILICPos,10,13093368.138432648,29,0.8040540540540541,1,400,3,3,Cytosine,639087936,463387424,551237680,NA,0.943682065245974,0.030204247988856774,C4H5N3O,4,3,0.1208169919554271,0.09061274396657032,144.449474407212,28.351435453370367,8.363962032484558e-4,0.003196054891668578,5.35,2.258261531877142e-5
Dexpanthenol,Inj_vol,0.17950469021327065,0.17950469021327065,292046,170419,Smp,U9_A,A,170419,292046,170419_Smp_U9_A Dexpanthenol,HILICPos,Dexpanthenol_X_HILICPos,10,29204.6,144,0.02702702702702697,1,400,3,3,Dexpanthenol,53307703.17147636,27340706.154238835,40324204.66285759,used relative RF,1.0211181896634796,8.511197836703454e-4,C9H19NO4,9,1,0.007660078053033109,8.511197836703454e-4,144.449474407212,28.351435453370367,5.302946296252263e-5,3.002034182961152e-5,5.35,1.4317902902865624e-6
DMSP_HILICPos,Inj_vol,0.2801661899392387,0.2801661899392387,5359327744,170419,Smp,U9_A,A,170419,5359327744,170419_Smp_U9_A DMSP_HILICPos,HILICPos,DMSP_HILICPos_X_HILICPos,10,535932774.4,3,0.9797297297297296,1,400,3,3,DMSP,981802240,930970240,956386240,NA,1.0444877951504885,0.6438057838944401,C5H10O2S,5,NA,3.2190289194722004,NA,144.449474407212,28.351435453370367,0.022284808807248126,NA,5.35,6.016876484994767e-4
Glucosylglycerol,Inj_vol,0.300358603230113,0.300358603230113,780976,170419,Smp,U9_A,A,170419,780976,170419_Smp_U9_A Glucosylglycerol,HILICPos,Glucosylglycerol_X_HILICPos,10,78097.6,141,0.04729729729729726,1,400,3,3,Glucosylglycerol,260237.8540906303,72204.82523866593,129499.08712348709,used relative RF,0.9708029744287028,0.7454544792781184,C9H18O8,9,NA,6.709090313503065,NA,144.449474407212,28.351435453370367,0.04644593094599794,NA,5.35,0.0012540355726173953
Glutamine,"L-Cysteic Acid, D3",0.3359863691415925,0.16673151347773002,45560384,170419,Smp,U9_A,A,170419,41756592.66935511,170419_Smp_U9_A Glutamine,HILICPos,Glutamine_X_HILICPos,10,4175659.266935511,54,0.6351351351351351,1,400,3,3,Glutamine,18555816,11757359,15156587.5,NA,0.8696776981142573,0.380142594812604,C5H10N2O3,5,2,1.90071297406302,0.760285189625208,144.449474407212,28.351435453370367,0.013158323918194348,0.02681646193455177,5.35,3.5527345309589156e-4
Glycerophosphocholine,"L-Cysteic Acid, D3",0.35773907598754684,0.20521524019826023,58392436,170419,Smp,U9_A,A,170419,53517309.358573176,170419_Smp_U9_A Glycerophosphocholine,HILICPos,Glycerophosphocholine_X_HILICPos,10,5351730.935857317,47,0.6824324324324325,1,400,3,3,Glycerophosphocholine,204825192.67143968,130408982.70250829,165696229.43836758,used relative RF,0.93894422690673,0.04127842278640036,C8H21NO6P,8,1,0.33022738229120285,0.04127842278640036,144.449474407212,28.351435453370367,0.0022861099609145785,0.0014559553026615183,5.35,6.172474435349585e-5
Gonyol,Inj_vol,0.30067737252828736,0.30067737252828736,91269832,170419,Smp,U9_A,A,170419,91269832,170419_Smp_U9_A Gonyol,HILICPos,Gonyol_X_HILICPos,10,9126983.2,39,0.7364864864864865,1,400,3,3,Gonyol,92401614.87261532,82585581.2870064,87493598.07981086,used relative RF,0.6228559733344396,0.20097617970422887,C7H14O3S,7,NA,1.4068332579296021,NA,144.449474407212,28.351435453370367,0.00973927571355263,NA,5.35,2.6295948746347703e-4
Homoserine,"Adenosine Monophosphate, 15N5",0.3163900566315811,0.2491291506187384,1154549,170419,Smp,U9_A,A,170419,899993.6966825821,170419_Smp_U9_A Homoserine,HILICPos,Homoserine_X_HILICPos,10,89999.36966825821,137,0.07432432432432434,1,400,3,3,Homoserine,13300405,9465082,11382743.5,NA,0.8323995748573515,0.011398348062853572,C4H9NO3,4,1,0.04559339225141429,0.011398348062853572,144.449474407212,28.351435453370367,3.1563557042017126e-4,4.0203777623889434e-4,5.35,8.522129392787718e-6
I104.1074R10.68_HILICPos,Inj_vol,0.18014854362505084,0.18014854362505084,422074272,170419,Smp,U9_A,A,170419,422074272,170419_Smp_U9_A I104.1074R10.68_HILICPos,HILICPos,I104.1074R10.68_HILICPos_X_HILICPos,10,42207427.2,16,0.8918918918918919,1,400,3,3,Choline,705023552,633169472,669096512,NA,0.9269692443917265,0.08166125219837479,C5H14NO,5,1,0.40830626099187395,0.08166125219837479,144.449474407212,28.351435453370367,0.002826637221543869,0.0028803216095595278,5.35,7.631892728820074e-5
I118.0864R7.19_HILICPos,Inj_vol,0.1647589392565521,0.1647589392565521,22133395456,170419,Smp,U9_A,A,170419,22133395456,170419_Smp_U9_A I118.0864R7.19_HILICPos,HILICPos,I118.0864R7.19_HILICPos_X_HILICPos,10,2213339545.6,1,0.9932432432432432,1,400,3,3,Betaine,1619406976,1516815104,1568111040,NA,0.797069528904754,2.1249869651963813,C5H11NO2,5,1,10.624934825981907,2.1249869651963813,144.449474407212,28.351435453370367,0.07355467972164134,0.07495165346006376,5.35,0.0019859691263517582
I121.032R8.27_HILICPos,"L-Methionine, D3",0.20606846284535393,0.11582247651055498,1478860416,170419,Smp,U9_A,A,170419,1425000433.6130943,170419_Smp_U9_A I121.032R8.27_HILICPos,HILICPos,I121.032R8.27_HILICPos_X_HILICPos,10,142500043.36130944,9,0.9391891891891893,1,400,3,3,Dimethylsulfonioacetate (DMS-Ac),781614279.9705399,682805826.4864514,732210053.2284957,used relative RF,0.9541395021981958,0.24476464067549822,C4H9O2S,4,NA,0.9790585627019929,NA,144.449474407212,28.351435453370367,0.006777861717530147,NA,5.35,1.830016005050454e-4
I132.102R9.3_HILICPos,"L-Methionine, D3",0.17455114921449472,0.12136122031609405,3597237760,170419,Smp,U9_A,A,170419,3466226637.990827,170419_Smp_U9_A I132.102R9.3_HILICPos,HILICPos,I132.102R9.3_HILICPos_X_HILICPos,10,346622663.7990827,4,0.972972972972973,1,400,3,3,Trimethylammonium Propionate (TMAP),831244397.5852644,831244397.5852644,831244397.5852644,used relative RF,1.0194578399719951,0.4908402856612943,C6H13NO2,6,1,2.9450417139677656,0.4908402856612943,144.449474407212,28.351435453370367,0.02038804035842672,0.017312713723740013,5.35,5.504750867229469e-4
I138.0549R5.35_HILICPos,Inj_vol,0.15185500244517516,0.15185500244517516,6706466304,170419,Smp,U9_A,A,170419,6706466304,170419_Smp_U9_A I138.0549R5.35_HILICPos,HILICPos,I138.0549R5.35_HILICPos_X_HILICPos,10,670646630.4,2,0.9864864864864864,1,400,3,3,Homarine,1839277000,1648561300,1743919150,NA,1.0482026214562348,0.44025409549375905,C7H7NO2,7,1,3.0817786684563133,0.44025409549375905,144.449474407212,28.351435453370367,0.021334647849036742,0.015528458734226891,5.35,5.760333959731427e-4
I138.055R7.72_HILICPos,"L-Isoleucine, 15N",0.18487042905576068,0.11748219645392838,2013995264,170419,Smp,U9_A,A,170419,2011801308.332342,170419_Smp_U9_A I138.055R7.72_HILICPos,HILICPos,I138.055R7.72_HILICPos_X_HILICPos,10,201180130.8332342,8,0.945945945945946,1,400,3,3,Trigonelline,2065907456,1556541696,1811224576,NA,0.7661504578528102,0.17397224366894118,C7H7NO2,7,1,1.2178057056825882,0.17397224366894118,144.449474407212,28.351435453370367,0.008430668998140614,0.0061362763784949615,5.35,2.2762723470702584e-4
I143.0816R7.97_HILICPos,Inj_vol,0.1785330884676276,0.1785330884676276,436616704,170419,Smp,U9_A,A,170419,436616704,170419_Smp_U9_A I143.0816R7.97_HILICPos,HILICPos,I143.0816R7.97_HILICPos_X_HILICPos,10,43661670.4,15,0.8986486486486487,1,400,3,3,Ectoine,1995979904,1807962624,1901971264,NA,0.9982000823769196,0.02759688351375384,C6H10N2O2,6,2,0.16558130108252306,0.05519376702750768,144.449474407212,28.351435453370367,0.0011462921672926213,0.0019467715177344345,5.35,3.0949775903275337e-5
I144.1019R6.44_HILICPos,Inj_vol,0.1640293505446871,0.1640293505446871,369618752,170419,Smp,U9_A,A,170419,369618752,170419_Smp_U9_A I144.1019R6.44_HILICPos,HILICPos,I144.1019R6.44_HILICPos_X_HILICPos,10,36961875.2,18,0.8783783783783784,1,400,3,3,Stachydrine hydrochloride,2962688000,2828159744,2895423872,NA,0.7989564737751411,0.019173437033281098,C7H13NO2,7,1,0.1342140592329677,0.019173437033281098,144.449474407212,28.351435453370367,9.291419008878493e-4,6.762774697886344e-4,5.35,2.5086740043545365e-5
I148.0605R12.12_HILICPos,"L-Cysteic Acid, D3",0.31494987826046084,0.12913944958600193,247088848,170419,Smp,U9_A,A,170419,226459644.83258525,170419_Smp_U9_A I148.0605R12.12_HILICPos,HILICPos,I148.0605R12.12_HILICPos_X_HILICPos,10,22645964.483258523,22,0.8513513513513513,1,400,3,3,Glutamic acid,4927674.5,3886238.5,4406956.5,NA,0.7718543282151185,7.989101896134648,C5H9NO4,5,1,39.94550948067324,7.989101896134648,144.449474407212,28.351435453370367,0.2765362050959381,0.2817882681557458,5.35,0.0074664503702192965
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.1873371034251671,0.11156007158488096,239994304,170419,Smp,U9_A,A,170419,239732865.0220251,170419_Smp_U9_A I148.0968R8.21_HILICPos,HILICPos,I148.0968R8.21_HILICPos_X_HILICPos,10,23973286.50220251,23,0.8445945945945946,1,400,3,3,4-Hydroxyisoleucine,19456815.817594696,15908044.42571542,17682430.121655058,used relative RF,0.8743641959961511,1.8606920652885537,C6H13NO3,6,1,11.164152391731323,1.8606920652885537,144.449474407212,28.351435453370367,0.07728759441698546,0.06562955404317485,5.35,0.002086757456398378
I152.0567R8.12_HILICPos,"Sulfolactic Acid, 13C3",0.23848721290426872,0.1819446362759914,102676216,170419,Smp,U9_A,A,170419,93205428.22114614,170419_Smp_U9_A I152.0567R8.12_HILICPos,HILICPos,I152.0567R8.12_HILICPos_X_HILICPos,10,9320542.822114613,35,0.7635135135135135,1,400,3,3,Guanine,64749404,36309232,50529318,NA,0.7881351919532156,0.2808525008911361,C5H5N5O,5,5,1.4042625044556805,1.4042625044556805,144.449474407212,28.351435453370367,0.009721478809240784,0.04953056104567518,5.35,2.624789727954543e-4
I160.0969R8.37_HILICPos,"L-Methionine, D3",0.19042837269474583,0.12520870487777663,170319824,170419,Smp,U9_A,A,170419,164116789.13509166,170419_Smp_U9_A I160.0969R8.37_HILICPos,HILICPos,I160.0969R8.37_HILICPos_X_HILICPos,10,16411678.913509166,25,0.8310810810810811,1,400,3,3,Betonicine,1489866638.5671074,1351082964.0267804,1420474801.296944,used relative RF,0.9938583330697182,0.013950065293068924,C7H13NO3,7,1,0.09765045705148247,0.013950065293068924,144.449474407212,28.351435453370367,6.760180848855137e-4,4.920408815282955e-4,5.35,1.825242187878177e-5
I175.119R17.83_HILICPos,"Sulfolactic Acid, 13C3",0.35215247428078106,0.17078267376698195,42941052,170419,Smp,U9_A,A,170419,38980197.126922786,170419_Smp_U9_A I175.119R17.83_HILICPos,HILICPos,I175.119R17.83_HILICPos_X_HILICPos,10,3898019.7126922784,56,0.6216216216216216,1,400,3,3,Arginine,12617183,10692670,11654926.5,NA,0.9166031866289912,0.4378590951963536,C6H14N4O2,6,4,2.6271545711781217,1.7514363807854143,144.449474407212,28.351435453370367,0.018187359849936253,0.06177593313276865,5.35,4.910569291921722e-4
I179.0048R7.02_HILICPos,Inj_vol,0.16250001177304058,0.16250001177304058,37031924,170419,Smp,U9_A,A,170419,37031924,170419_Smp_U9_A I179.0048R7.02_HILICPos,HILICPos,I179.0048R7.02_HILICPos_X_HILICPos,10,3703192.4,60,0.5945945945945945,1,400,3,3,Arsenobetaine,1046963137.6340202,1014828810.6227012,1030895974.1283607,used relative RF,1.0078267548685154,0.004277172791653809,C5H11AsO2,5,NA,0.021385863958269042,NA,144.449474407212,28.351435453370367,1.48050825702425e-4,NA,5.35,3.997357749209166e-6
I204.1232R7.22_HILICPos,Inj_vol,0.15242497205531302,0.15242497205531302,87072384,170419,Smp,U9_A,A,170419,87072384,170419_Smp_U9_A I204.1232R7.22_HILICPos,HILICPos,I204.1232R7.22_HILICPos_X_HILICPos,10,8707238.4,41,0.722972972972973,1,400,3,3,Acetyl-L-carnitine,1665218387.912614,1366860897.7031417,1492095783.130426,used relative RF,0.9652651895206188,0.007254681224270584,C9H17NO4,9,1,0.06529213101843526,0.007254681224270584,144.449474407212,28.351435453370367,4.520067053644841e-4,2.5588408869816714e-4,5.35,1.2204136638959862e-5
I252.1092R3.46_HILICPos,"L-Isoleucine, 15N",0.2839203328725497,0.1949608526206528,55017180,170419,Smp,U9_A,A,170419,54957246.76379177,170419_Smp_U9_A I252.1092R3.46_HILICPos,HILICPos,I252.1092R3.46_HILICPos_X_HILICPos,10,5495724.676379177,49,0.6689189189189189,1,400,3,3,Deoxyadenosine,902442516.7544411,406035633.49846554,654239075.1264534,used relative RF,1.0107119462590417,0.009973379280184616,C10H13N5O3,10,5,0.09973379280184616,0.04986689640092308,144.449474407212,28.351435453370367,6.904406763065848e-4,0.0017588843599449916,5.35,1.864183043025162e-5
I284.0991R8.89_HILICPos,"L-Isoleucine, 15N",0.25271206998254725,0.15746632335417574,5809156,170419,Smp,U9_A,A,170419,5802827.76727854,170419_Smp_U9_A I284.0991R8.89_HILICPos,HILICPos,I284.0991R8.89_HILICPos_X_HILICPos,10,580282.776727854,116,0.21621621621621623,1,400,3,3,Guanosine,34772540,23293912,29033226,NA,0.8596645667604093,0.02789951189277544,C10H13N5O5,10,5,0.2789951189277544,0.1394975594638772,144.449474407212,28.351435453370367,0.0019314374114041421,0.004920299703812492,5.35,5.214862036032793e-5
Lysine,"L-Cysteic Acid, D3",0.26719322193802775,0.1654892120252151,6322452,170419,Smp,U9_A,A,170419,5794596.74517997,170419_Smp_U9_A Lysine,HILICPos,Lysine_X_HILICPos,10,579459.674517997,113,0.2364864864864865,1,400,3,3,Lysine,3742002.25,3169263.25,3455632.75,NA,0.9209008003142484,0.21850633491070134,C6H14N2O2,6,2,1.311038009464208,0.4370126698214027,144.449474407212,28.351435453370367,0.00907610093317689,0.015414128520587884,5.35,2.450538335447118e-4
Methionine Sulfoxide,"DL-Proline, D7",0.32919506549760646,0.24701054695282532,827993,170419,Smp,U9_A,A,170419,786928.5880815237,170419_Smp_U9_A Methionine Sulfoxide,HILICPos,Methionine Sulfoxide_X_HILICPos,10,78692.85880815236,140,0.05405405405405406,1,400,3,3,Methionine Sulfoxide,25899926,17180208,21540067,NA,0.5329250033035939,0.008226278768454713,C5H11NO3S,5,1,0.041131393842273566,0.008226278768454713,144.449474407212,28.351435453370367,2.847458878688726e-4,2.9015387182015814e-4,5.35,7.688110998555807e-6
N(e)-Acetyl-Lysine,"L-Methionine, D3",0.2282255340269736,0.13192169658566655,4698374,170419,Smp,U9_A,A,170419,4527259.580985693,170419_Smp_U9_A N(e)-Acetyl-Lysine,HILICPos,N(e)-Acetyl-Lysine_X_HILICPos,10,452725.9580985693,123,0.16891891891891897,1,400,3,3,N(e)-Acetyl-Lysine,136092608,60626268,98359438,NA,0.6947065613719308,0.007950587163737678,C8H16N2O3,8,2,0.06360469730990143,0.015901174327475356,144.449474407212,28.351435453370367,4.4032487879184563e-4,5.608595851743744e-4,5.35,1.1888728469140453e-5
Ornithine,Inj_vol,0.49973584613651506,0.49973584613651506,359779,170419,Smp,U9_A,A,170419,359779,170419_Smp_U9_A Ornithine,HILICPos,Ornithine_X_HILICPos,10,35977.9,143,0.03378378378378377,1,400,3,3,Ornithine,2279518.4,1955267.2,2117392.8,NA,0.768540639824074,0.026530704767467425,C5H12N2O2,5,2,0.13265352383733714,0.05306140953493485,144.449474407212,28.351435453370367,9.18338570505135e-4,0.0018715598941085364,5.35,2.4795051184549e-5
Propionyl-L-carnitine,Inj_vol,0.19309509312975884,0.19309509312975884,19759132,170419,Smp,U9_A,A,170419,19759132,170419_Smp_U9_A Propionyl-L-carnitine,HILICPos,Propionyl-L-carnitine_X_HILICPos,10,1975913.2,78,0.472972972972973,1,400,3,3,Propionyl-L-carnitine,1138816730.2391644,892800891.2332741,1010742232.3406012,used relative RF,0.9672089539726934,0.0024254280048642274,C10H19NO4,10,1,0.024254280048642274,0.0024254280048642274,144.449474407212,28.351435453370367,1.67908399446771e-4,8.554868443445593e-5,5.35,4.5335102894658455e-6
Sarcosine,"DL-Proline, D7",0.43830588743088816,0.3431170148629361,998460,170419,Smp,U9_A,A,170419,948941.2568172414,170419_Smp_U9_A Sarcosine,HILICPos,Sarcosine_X_HILICPos,10,94894.12568172414,139,0.06081081081081085,1,400,3,3,Sarcosine,14362757,10786133,12574445,NA,0.45926127857003296,0.019718411182707625,C3H7NO2,3,1,0.059155233548122875,0.019718411182707625,144.449474407212,28.351435453370367,4.095219715466781e-4,6.954995705645492e-4,5.35,1.1057052999649136e-5
Serine,"Sulfolactic Acid, 13C3",0.4390750677688178,0.2953177493041411,462138,170419,Smp,U9_A,A,170419,419510.6896738776,170419_Smp_U9_A Serine,HILICPos,Serine_X_HILICPos,10,41951.06896738776,142,0.04054054054054057,1,400,3,3,Serine,672320.75,318061.25,495191,NA,0.9621695594958412,0.10565740062840373,C3H7NO3,3,1,0.3169722018852112,0.10565740062840373,144.449474407212,28.351435453370367,0.0021943465227962475,0.003726703743173024,5.35,5.924714053929181e-5
Threonine,Inj_vol,0.3602160712486955,0.3602160712486955,1507192,170419,Smp,U9_A,A,170419,1507192,170419_Smp_U9_A Threonine,HILICPos,Threonine_X_HILICPos,10,150719.2,133,0.10135135135135132,1,400,3,3,Threonine,5069213,2534824,3802018.5,NA,0.9231695277756607,0.05152928778025212,C4H9NO3,4,1,0.20611715112100848,0.05152928778025212,144.449474407212,28.351435453370367,0.001426915203166136,0.0018175195349456781,5.35,3.852657030299224e-5
Tyrosine,"L-Methionine, D3",0.21608455537953872,0.1265599300310335,27257650,170419,Smp,U9_A,A,170419,26264928.487526685,170419_Smp_U9_A Tyrosine,HILICPos,Tyrosine_X_HILICPos,10,2626492.8487526686,68,0.5405405405405406,1,400,3,3,Tyrosine,25460950,14969913,20215431.5,NA,0.8260893121565569,0.188732828897773,C9H11NO3,9,1,1.6985954600799569,0.188732828897773,144.449474407212,28.351435453370367,0.011759097546395435,0.006656905580960161,5.35,3.174944785196181e-4
Vitamin B3,Inj_vol,0.4412875943085619,0.4412875943085619,9674744,170419,Smp,U9_A,A,170419,9674744,170419_Smp_U9_A Vitamin B3,HILICPos,Vitamin B3_X_HILICPos,10,967474.4,102,0.31081081081081086,1,400,3,3,Vitamin B3,68006088,22764994,45385541,NA,1.0083532210465114,0.025368250739714042,C6H5NO2,6,1,0.15220950443828424,0.025368250739714042,144.449474407212,28.351435453370367,0.001053721414099412,8.94778353689965e-4,5.35,2.845037466136154e-5
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,759287616,170419,Smp,U9_B,B,170419,638646149.4363171,170419_Smp_U9_B Adenine,HILICPos,Adenine_X_HILICPos,10,63864614.94363171,10,0.9310344827586208,1,400,3,3,Adenine,1049262272,690171456,869716864,NA,0.9817366322832808,0.0897570677755537,C5H5N5,5,5,0.4487853388777685,0.4487853388777685,85.59069649068628,18.00560238004496,0.005243389261665886,0.024924761160734235,5.35,8.388511007061094e-5
Adenosine,"L-Isoleucine, 15N",0.2500774434788038,0.16478973634500635,349639328,170419,Smp,U9_B,B,170419,294085937.6780636,170419_Smp_U9_B Adenosine,HILICPos,Adenosine_X_HILICPos,10,29408593.76780636,14,0.903448275862069,1,400,3,3,Adenosine,516277184,300951424,408614304,NA,0.8463268927702063,0.10204783554260533,C10H13N5O4,10,5,1.0204783554260533,0.5102391777130266,85.59069649068628,18.00560238004496,0.011922771951471367,0.028337801032333614,5.35,1.9074361783664548e-4
Adenosyl Homocysteine,Inj_vol,0.7312625924386192,0.7312625924386192,0,170419,Smp,U9_B,B,170419,NA,170419_Smp_U9_B Adenosyl Homocysteine,HILICPos,Adenosyl Homocysteine_X_HILICPos,10,NA,145,0,1,400,3,3,Adenosyl Homocysteine,74763560,38199556,56481558,NA,0.6741500884741054,NA,C14H20N6O5S,14,6,NA,NA,85.59069649068628,18.00560238004496,NA,NA,5.35,NA
