MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I605.3175R6.37_CyanoAq_X_RP,NA,4,605.3174559,381.9863246,RP,1,NA,NA,NA,936.2988306007686,NA,NA,3548.3741274253084,5432.688847851158,2756.803995975042,2025.5384825787035,5896.539129490477,12682.863594824526,18603.412205812165,47188.44227395454,15295.057112186565,NA,NA,NA,NA,258.14476434958425,NA,NA,NA,NA,NA,NA,1469.166869616756,10231.57111720664,4245.807002502252,1102.2128827675435,1434.5236090075127,NA,NA,NA,NA,NA,NA,205477.33564823112,7364.332725150216,526.4221327170304,NA,33345.4399141881,5446.034393110309,6540.02803716775,15088.449078377602,15378.768579922636,11589.226293243622,12802.163543234603,4185.038537398808,3504.349395966983,152.9681742706597,87706.3395275503,78756.75002793016,51378.26831207171,22388.697170247357,34169.25314160925,5987.302606720692,1268.577170897127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I606.0756R12.98_HILICNeg_X_HILICNeg,UDP-glucosamine,1,606.0756192,778.9529008,HILIC,-1,81226.71030493414,87736.52022196018,229924.46939876623,270228.256304575,226479.82044365842,253928.2090326799,151350.1501090724,206315.66852018476,155920.88210642006,112119.76803716154,180302.39450568624,313036.05927391147,94315.06943394094,93164.43008375051,103353.66645882784,52934.81360307081,35658.0129682863,56210.02777013472,73078.24069749778,80353.52355441882,57069.45663728977,36339.442352318416,35196.567516490744,49003.40184325072,49480.16674167142,29196.20889561461,61924.174033854295,83303.0978090978,80878.43570665915,72009.57037086686,104373.22796928439,NA,NA,NA,NA,NA,NA,693719.240217695,567970.4018903911,NA,NA,195685.67109849065,83347.46118365148,109504.06540493778,188609.72646668885,106696.6814955069,132863.1432090457,147055.38028397085,50927.983795065156,62856.61271008269,135424.56889781595,151452.2911213613,201466.99007621844,146526.9043445057,130071.73126799971,137310.9486609142,165219.33665244415,83336.09907946964,0,0,0,5.853002505609133,5.999477655513731,5.969625590754023,5.7530649541745955,5.740936364944002,5.777102057757453,0,0,0,5.553972067625591,5.350070872956246,5.260512775336949,0,0,0,0,0,0,0,5.098202225434499,0,0,0,0,6.665360483189799,6.776185127084226,6.807606109051027,6.816113914549659,6.042506485460988,6.201760124627784,6.13137492841265,6.246485345143808,6.177110226000092,6.223403410385066,6.743503382066186,7.14018412199691,6.955255843948667,7.056377937562374,7.125311977265084,7.183785247427112,7.115001415491255,7.132929218820802,7.1405050426338885,9.24634214863761,9.28311145843229,9.369836607729802,6.211997634469019,6.283756300321121,6.188219696234177,6.022253215185875,6.062425505698618,6.1015129472746805,4.462381954652475,4.909783938945622,6.547084506474652,6.29690932845832,6.379627560063015,6.383552656202609,6.44487109848227,6.150050972398981
I620.9939R2.17_HILICNeg_X_HILICNeg,NA,4,620.9939013,130.1805811,HILIC,-1,NA,NA,NA,66832.92446403304,97482.60714046218,93466.43912821823,75110.42113071369,67857.56294773688,55080.06665387062,10296.782953565003,29490.227313716045,42457.323238476325,25381.572339310933,92857.68805866846,83372.88977977457,457345.37196887314,644307.4940635252,313725.3722134127,383534.5179153423,483228.22452274885,NA,567731.4836009901,306109.99399631453,691526.192953128,229489.46439757934,532460.602092722,32982.86597628219,41484.39963652894,19209.53463123668,230667.55209886585,239190.18683937014,NA,NA,NA,NA,NA,NA,18411.77615766121,NA,NA,NA,28766.428045032062,NA,3563.507659161581,23124.246998114897,5785.17255844594,53292.476856143825,58843.46626622747,82960.11156190836,82523.1169689608,50119.15607942398,59388.70101132111,50960.628052171196,NA,45052.91517449157,86128.8628743979,23627.133596801774,10827.302131625882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I622.9911R2.17_HILICNeg_X_HILICNeg,NA,4,622.9910523,130.1810401,HILIC,-1,NA,NA,NA,61326.45803997505,99309.48400754291,101492.6914789608,43896.125415016846,43251.4873686372,48748.05533186357,8067.518380431678,34918.874995669554,44252.65415534149,19043.126211818275,93346.916893292655,80712.04530207906,442522.49850245815,552228.3382943643,273578.9970836261,376941.35908626916,519745.4256828769,NA,500357.1009069065,313716.934842144,680038.3193073098,231374.69624490914,453458.97035916505,29859.816888782116,39277.030906014,15952.999600066274,192492.82483765195,255665.5550627967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22227.82695012961,0,9421.12128268325,20233.44004967667,3821.717909399596,52990.79987699584,54650.56758986467,69148.87020999148,88803.03775447169,39826.4657616663,56553.47513196961,39820.6435336927,NA,50670.2397504113,87502.24640453677,15385.483090447582,11154.789465303551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I801.3309R6.22_CyanoAq_X_RP,NA,4,801.3309238,372.9605017,RP,1,NA,2333.3607230895645,2275.431388660641,NA,NA,NA,1399,1609.4444444444443,558.8888888888889,NA,1575.196850393701,10910.944881889764,28159,136774.6,19530.1,195.2,928.2,NA,NA,1022.5,NA,NA,NA,975.1304347826087,NA,NA,1225.1818181818182,14479.90909090909,7030.181818181818,6228.0952380952385,617.1428571428571,NA,NA,NA,NA,NA,NA,481163,45219.75,NA,NA,65557.80952380953,42216.86956521739,4198.454545454545,24401.7,27967.7,33320.709677419356,23519.2,31343.25925925926,4819.75,190282.9,47547.333333333336,425602.7,37337,50159.2,16029.7,22871.8,1007.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.619267515612724,3.9698012768165296,0,0,0,0,0,0,0,0,0,0,4.6525926471642665,0,0,0,0,0,0,0,0,0,0,0,0
I802.3342R6.22_CyanoAq_X_RP,NA,4,802.3342137,373.0096128,RP,1,78.80032867707477,830.4847986852917,597.9457682826622,NA,120.18691588785047,90,225.55555555555554,NA,287.55555555555554,NA,586.0629921259842,4038.2677165354335,10933.5,54879.7,6887.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5987.363636363636,2200.181818181818,2285.0476190476193,180.85714285714286,NA,NA,NA,NA,NA,NA,190068.5,17676.75,NA,NA,28055.04761904762,15801.130434782608,684.0909090909091,10363.1,10697,14677.032258064517,10531,11707.407407407407,1272.3333333333333,74436,20091.333333333332,174804.2,14314.3,18270.8,5637.4,8949.2,466.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.190036806769967,0,0,0,0,0,0,0,0,0,0,0,0
I84.045R12.12_HILICPos_X_HILICPos,NA,4,84.04502893,727.2183115,HILIC,1,1354186.3505366517,1017238.5210400369,1225781.4487963913,3530795.0936125764,4739128.592710983,3987729.046215014,2292218.7409836375,3434215.738795238,2830986.9443127923,1577508.9100758173,2479118.5936733223,4226299.151168494,996686.1115000993,1252578.1522843654,1284015.0961412345,791202.3288577158,738792.1731027737,1151178.788092327,839618.5974894769,904219.1954344483,622289.048377849,468240.0792790981,406228.2931526982,596472.5040918873,705919.7268962228,902682.6494179253,1406809.4096066223,1931537.4683138544,1741410.9905864054,1102313.7132891703,828991.4081874286,1139192.3270545176,757911.2589730538,606597.4131641955,702887.0285224977,879127.2500230449,426626.1327667038,7458975.223093072,6836198.4265383165,1534857.4429707336,728063.6387722117,1034314.4112520022,983588.0948007412,868083.0628459096,1448528.8573652855,1328997.5431719478,1809287.220092065,2640071.320499321,1716873.135971177,1299151.4883883703,1796386.3146856513,1862409.6899910779,1000389.2010642851,1859507.5183214128,1792911.1395001113,1717272.0112015177,2362728.123273392,1437777.6340542878,7.621024367274595,7.544963727319219,7.443520599185802,8.665529355187841,8.60083024681639,8.6468807274067,7.840903360301425,7.809985852163121,7.7760747398819126,7.109696634796991,7.1884193896545066,7.325037646981552,7.276214805721705,7.09408134585416,7.050208373667312,7.26161941943737,7.629833489490892,7.36482810286031,8.591602578381904,8.59865565523759,8.592575033610762,7.468601460453309,7.456207065425651,7.468049984279476,7.467091320871104,7.456255674227103,7.33668924905197,8.60420693835932,8.737194898194911,9.110830853381767,9.035862840193197,7.662732238981339,7.632926491000522,7.577842905533207,8.639710076375708,8.609570846402837,8.623052809531114,7.206694789039562,7.640423208022784,7.390189198274863,9.236379176620774,9.331538951605081,9.333164086464038,9.43178195140057,9.51123429931961,9.512691319797153,9.983160370474142,10.047197642053442,10.09463567791344,7.701711574449001,7.665764019442358,7.597929034881434,6.9253625326270445,6.9544025735210955,6.993253482731845,7.063444938891425,7.078205986423407,7.361500086342756,7.185980251968542,7.223120189057087,7.519992216356233,7.350659886011581,7.085727033317336
I87.0446R10.14_HILICPos_X_HILICPos,Cyclopropanecarboxylate Diacetyl; Cyclopropanecarboxylate Diacetyl; Cyclopropanecarboxylate Diacetyl;,3,87.04464517,608.4668507,HILIC,1,49185.866885784715,21781.840591618733,27310.35332785538,698085.9813084112,622119.7196261683,279808.6915887851,198452.77777777778,201369.55555555556,174369.33333333334,254460.15748031499,148711.6535433071,150131.41732283466,50934,3523229.2,3313454.4,556004.4,675783.8,355546.7,254990.8,402180.1,268753.2631578947,1031100.3478260869,306119.5652173913,766922.5217391305,836855,1575877.5,2770598.5454545454,2843439.4545454546,2767088.3636363638,1402333.7142857143,1253762.380952381,49547.25,NA,NA,NA,NA,NA,2718406.75,984348,116293.25,72227.25,70834.47619047618,103189.73913043478,82409.36363636363,99480,99594.2,3589627.6129032257,6752844.8,770867.2592592592,714955.6666666666,837600.9,925976.8571428572,431355.3,422274.8,794853.4,1700122,3172394,1734585,0,0,0,0,0,0,0,0,0,7.1605457983832155,7.364157892916906,7.425505257023356,7.863022851361614,7.6561773009113185,7.515239569879806,0,0,0,0,0,0,0,0,0,7.4195948265969784,7.3850111782755,7.021263330521215,5.985583250720038,5.998159367538626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.805950412976904,6.656761914318912,0,0,0,0,0,0,6.815834002661026,6.837182206890825,6.8818171215070025,5.700865493209014,5.727892849145879,4.841427748790162,4.5940343854874275,0,0,0,0
I93.0578R5.36_HILICPos_X_HILICPos,NA,4,93.05775397,321.4714766,HILIC,1,352123.58258011506,335856.4502875924,530385.784716516,697532.3364485982,733278.8785046729,520104.8598130841,352725.1111111111,392986.55555555556,353448.77777777775,337743.5433070866,294229.6850393701,551842.125984252,900058.2,876686.4,940469.6,125174.6,163786.7,110464.2,302875.2,129164,85361.36842105263,141207.04347826086,112075.73913043478,132357.30434782608,115455.4,144630.3,956853.5454545454,984392.7272727273,917653.8181818182,822113.3333333334,824537.9047619047,66386.75,47481.75,55552,75148.5,104797.5,NA,3263046.25,2466914.25,545450,97195.25,1224234.761904762,971567.4782608695,981835.3636363636,1336612.3,973929.5,682208.1935483871,862441.1333333333,511868.74074074073,573476.6666666666,832111.2,1482485.238095238,1454633.6,774913.1,877238.6,1069201.9,697786.1,370493,0,0,0,0,0,0,0,0,0,6.56396830132811,6.657022132014787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.099720292891011,6.180532268788503,8.247052188748427,8.245359284762024,0,0,0,0,0,0,6.809287878681063,7.25298386313308,6.986439756670023,0,0,0,0,0,0,0,0,0,0,0,0,5.927096049292766,5.933622359097033,6.032908359353836,0,0,5.218073045584807,5.156509719866115,5.17790382387822,6.586665371945239,6.457470197771839,6.244952155530725
I96.0449R5.35_HILICPos_X_HILICPos,NA,4,96.04490153,320.9561097,HILIC,1,825462.3664749383,793747.0829909614,1186776.2530813476,1577920.7476635515,2049573.0841121497,1293257.2897196263,777893,905879,878772.5555555555,829078.503937008,755836.5354330709,1240626.062992126,2484091.2,2017008.6,2348447,363946.8,157849.3,354982.9,879018.2,366535.4,233516.73684210525,277521.73913043475,292569.04347826086,390254.7826086957,357804.1,295874.4,2465212.727272727,2659290.1818181816,2538678.3636363638,1904492.380952381,2171373.1428571427,306952.75,194395.5,184217.25,249079.25,220455.5,NA,5816330,4868604,1100117.5,373948.5,3437546.285714286,2266551.304347826,2554703.272727273,3676238.8,2674141.2,1771873.5483870967,2251123.7333333334,1133590.0740740742,1448977.5,1905688.8,3825164.9523809524,3948585.6,2213543.6,1905996.2,2796497.4,1960266.4,1113312.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.526169387936115,8.515356762673248,0,0,0,0,0,0,7.135805167109395,7.580055143179342,7.295084787058114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.947129891965847,0,0
Inosine_X_HILICNeg,Inosine,1,267.072946,454.20000000000005,HILIC,-1,850938.4552177485,879089.3179950699,2641551.3557929336,2128755.327102804,2216593.2710280376,1828907.2897196263,1206761.3333333333,1359776,1283373,1545123.7795275592,1093552.3622047245,1567924.724409449,1667568,1757252.4,2536626.2,511226.6,386332.8,545776.6,2625387,590056.7,289245.7894736842,307912.52173913043,381693.47826086957,387506,415927.3,408472.8,541565.1818181818,859848.8181818182,700570.3636363636,603186.7619047619,900836.9523809524,NA,139902.25,NA,483582.75,204507.25,NA,4452561,887322.25,357261.25,NA,3107674.8571428573,1265496,1951268.3636363635,2193128.4,1070685,630395.4193548387,1825200.5333333334,459309.55555555556,527102.6666666666,2506607.8,9197849.904761905,6113480.4,1049390.3,1421355.1,5712339.2,1285103.8,626358.1,7.462759042545693,7.373946655654165,7.3914705220167125,0,0,0,0,0,5.061901681869132,0,0,0,6.841210704606456,6.600091284324161,6.413656385611413,7.2322269970349895,7.207457951067895,0,0,0,0,0,0,0,7.051281684095195,6.995469987693467,6.976276008133716,0,0,0,0,0,0,0,0,0,0,5.575279940591799,5.954155955468028,5.58050539878321,0,0,0,0,0,0,0,0,0,0,0,6.150277865425322,5.930759275952503,5.980894787756322,6.134999705455597,5.071572934799698,5.071453824963893,0,0,0,0,0,0
Isethionic Acid_X_HILICNeg,Isethionic Acid,1,124.990857,432,HILIC,-1,7331488.409632151,10435010.249060782,14134332.072311614,11662510.709151097,17128385.336028542,14550612.578075059,7829078.366752724,12458247.803404126,15138449.32033374,5868235.463199272,8802526.674756316,27101743.610119075,48112006.854670115,123830824.70013094,129561847.87100944,37661915.22111468,40059915.25495987,45373075.2500517,53521861.50658099,46895947.38797554,28833125.437022183,52099211.30534767,36064218.105468005,50313362.682040736,37408605.23992936,47763040.900004365,75644789.71459566,75241397.39030738,77103587.53254627,68393017.11438459,71430368.1638742,4796097.398470248,12939454.889672857,2844551.1286761523,7964513.028413348,8331167.843460527,1332647.624238121,475147861.1519684,536527345.13478464,55849547.75810611,11438229.217954703,127240281.47993837,55197270.1280666,40094303.69227171,142227473.12074482,76854688.90730491,143652030.0311878,214414907.94832066,93818312.82825708,99220630.13128263,117930917.64145544,138601541.21151486,158167341.5065566,89116055.14252803,99654231.20779707,137622022.59751552,61904851.67545582,34011837.520550475,0,0,0,0,0,0,7.998396088479101,8.13814450816837,8.173886444194926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.099816565655521,9.491435834935785,9.289301187594154,0,0,0,0,0,0,0,0,0,5.144508518464984,4.905675928637888,5.358042374845667,9.774078547359997,9.787264308959566,9.866426102843718,4.312414158295249,4.3380305938017045,0,0,0,5.04893109280835,5.219694680606192,4.92830646036416
Kynurenine_X_RP,Kynurenine,1,209.092618,76.2,RP,1,4686.195562859491,2067.4609695973704,2746.1791290057517,4935.420560747664,3873.831775700935,4457.1028037383185,NA,2303.3333333333335,2503.1111111111113,2159.3700787401576,1466.2992125984254,5262.047244094489,1216.1,2507.4,3407,324.7,768.6,1334.7,2944.2,1605.5,2377.3684210526317,3511.391304347826,1138.3478260869565,NA,NA,1407.7,1267,742.1818181818181,372.72727272727275,1233.3333333333333,1197.6190476190477,NA,NA,NA,1461.5,NA,NA,NA,20606.5,23762.5,NA,1349.5238095238096,1046.8695652173913,1596,1730.4,346.1,900.258064516129,2083.9333333333334,737.3333333333334,927.75,4121.1,4296.285714285715,4756.4,664.3,1109.9,5234.4,1674.4,1218.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.204422481900297,4.711073980181538,4.421101228379263,0,0,0,0,0,0,0,0,0,4.246784481741745,4.1719083853898535,0,5.262804951081224,5.186716033623659,5.23916545835649,0,0,4.187248353737407,4.151549548546425,4.624013024799731,0,4.5909740364496505,0
L-Pyroglutamic acid_X_HILICNeg,L-Pyroglutamic acid,1,128.034768,478.2,HILIC,-1,2789295.018967412,2723905.942856219,3271322.2474686652,7599569.598791125,3391227.3587296335,3117132.7153299265,3131557.431328253,2545414.2697155704,4445056.878486794,8245626.2543391995,6696526.035833394,8889229.37738439,14610482.476520857,14268469.423576867,18628335.222307377,5510389.488387901,7118641.413267285,9616774.667819344,13556219.135862177,13262923.219410773,6382959.2185605345,11129038.255049974,8042727.259154536,5963858.145640701,6488719.381943387,9640665.413693754,15293537.435231179,8125325.315832497,8525004.020222232,6924296.725849225,18378027.97723487,2296214.898211987,1937905.9912934846,2270212.4598441236,1948837.5095700044,3733062.337618449,2607336.0925490507,14540283.337768337,12739736.642978841,3807771.1120638256,2426246.0286448547,17994612.58256098,19009935.672938723,24170437.12375086,18202954.0135434,8069678.182440256,6305355.457813517,18711394.21928037,4398334.326489755,7398287.402648888,14836939.01119389,28294367.02408214,25152549.8560242,9706734.115539765,11475189.467005553,27879075.121933036,15869018.925828587,15171402.51246508,0,0,0,0,0,0,0,0,0,0,0,0,7.131227707486595,7.368893241600447,7.213922693193727,0,0,0,0,0,0,0,0,0,0,0,0,7.294998975865056,7.366522089850733,8.453904640812933,8.386315260062347,7.259323253503283,7.232306616181822,7.536126861739806,0,0,0,7.482340538144955,7.921666486578672,7.67098242824738,8.369209977959144,8.466873448787942,8.457417677696375,0,0,0,0,0,0,9.121489251614646,9.007827117774845,9.026646556562877,0,0,0,0,0,7.813253669739854,7.612569986868685,7.340827372950244,8.25546840871819,8.35427215928996,8.013375711920839
Lysine_X_HILICPos,Lysine,1,147.113353,1050,HILIC,1,385943.32498191186,413237.69283002085,512446.7173296134,943875.4915837402,937359.391749447,888301.2221807402,594483.941288557,703366.002242711,655742.6002682376,385371.27490988164,641610.2221166717,836105.1573239998,515255.4854158096,626490.1972539834,615547.2063121186,284511.4687907755,314907.49616335257,421613.4460214615,574729.237386795,443225.840825495,245701.54827587478,330793.39465457376,215175.41081439028,218169.54200419493,208176.11261964205,432859.56991995045,390060.1464705529,406842.444241212,382554.0992076427,376857.4625722063,350802.25983406446,315159.1257048401,NA,NA,1123352.6553724462,214458.6537271213,135651.92082856336,8395461.487991726,5734545.383142224,1879225.6664294272,505199.3248551844,785950.3317610881,623780.92446369,580236.2319159239,850262.5360848226,473730.1554059718,447134.15618738125,492062.38986374624,500927.52714686346,366984.88541400596,1025717.274980691,838753.2573611106,907809.1137965802,499096.47486802994,787987.2870407344,917373.9283314806,579459.674517997,323928.0471576541,6.92493258448184,6.869280184583991,6.80421305812108,0,6.820616722962673,7.014969535149289,6.889023273221437,6.881832491834821,6.949400545318139,0,0,0,6.73521911342051,6.4626430678580835,6.647179442434327,7.534364375876127,7.725388347041072,7.668933168464353,7.3239375955074335,7.408720937295308,0,7.106996586937436,7.155399018497672,7.236538141949119,6.626196224364438,6.52971903136642,6.362918955610129,7.286205259869846,7.427198945323317,7.002261328267661,7.0089890896781,6.5150600638620375,6.777238084494943,6.7830922443889765,7.065750084840466,7.037946266229937,7.0447645189148025,7.78812276503461,8.012426230449197,7.915430850386291,0,7.350086006946764,7.346749657155246,7.734960521337844,7.858296657282547,7.746797659710071,0,0,0,7.62531637922831,7.540502047004848,7.522859518389259,7.666403146720352,7.74408700873492,7.632303330081975,7.487914716548034,7.444462670991661,8.126443635247423,7.864868336406183,7.894545144780559,7.053414381526033,6.9198745311755,6.685239355994645
Malic Acid_X_HILICNeg,Malic Acid,1,133.0137,718.2,HILIC,-1,1203294.1670140224,816481.5596319905,889634.6005063241,2628941.952379608,3934090.2685107016,3198754.8950619865,2519233.072768239,1973017.6175373825,2033120.6411232576,1183308.3667946414,1328158.680690436,1495134.379152832,1506153.7198388895,1286568.9568897372,2176687.821470081,1065760.6436078206,1587288.6395867856,1204751.0788798067,1119477.547380713,1079480.3448652504,781052.591210625,827113.8708735779,937105.0531670919,929070.0729393117,1580636.1253414336,1105409.6873947582,1323515.371476991,1050825.9627180314,1282275.7896711726,1206154.829596211,1491445.3174470419,1824482.9140224515,4479086.460570332,1227755.3736714942,1415542.9314624262,1716620.1161261648,1312382.5056600654,21188029.83604953,7944762.658035559,4339708.137806689,2211944.41533209,2166679.754842829,1378154.2075324901,2156161.456063403,3768214.756852878,2373150.7243073126,1728236.517623084,2949064.8056455445,737094.6849383821,1109748.9396668843,2020754.0688635618,1873129.3042789917,1783285.093160607,1757625.6964680802,1762509.2973567634,2552885.008851554,1859600.0185084227,1303415.0893270825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.892845779450353,7.653797874210732,9.054203543589109,9.054095727188066,9.081274259154801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.424241496869767,7.832886141762047,7.589420769113622,0,0,0,0,0,0,0,0,0,7.791662936870344,7.687009937259972,7.590575899696345,7.358726059472128,7.232875154286714,7.424391831578232,6.891662860477259,6.873397049195355,7.6837307202125364,7.300551065930977,7.396745371858127,0,0,0
Methionine Sulfoxide_X_HILICPos,Methionine Sulfoxide,1,166.053791,583.8000000000001,HILIC,1,58416.80498239335,23289.047363499812,36077.86791973127,112461.48148471309,112263.55827962847,77969.1840669356,61427.20421587765,104195.28347475505,101856.27191906476,107392.14359043151,22358.50368471743,36361.417337891464,385424.5951286171,30739.879953217394,37357.17566504165,33038.97917695444,29469.09946410606,16511.913536452303,34118.40551926386,50483.6780237771,97940.93445007504,48132.10011062441,88639.960730994,27697.9286079861,151350.09025969982,144394.07503239615,91507.97643809441,112313.41714990117,81800.48070205684,91086.03014618099,180738.51887592697,NA,NA,NA,60701.03474748935,NA,NA,922670.5926149654,381421.54926554125,498264.90047230467,NA,259762.04911125105,88750.4397706128,239514.3362660955,162307.3549621131,98568.27131172437,109539.06574173548,177803.33032241644,173777.28998766205,151908.5408022447,177965.88592174128,322147.62663105445,259548.48418111596,193113.38258754797,257633.13048011955,199259.07106563094,78692.85880815236,61687.10240027194,0,0,0,0,0,0,0,0,0,0,0,0,5.346043486915941,5.076964324281598,5.869678047531045,6.601634522949608,6.990633595544654,5.633271564582433,6.9699150779533765,6.861450999609189,6.863965523047137,6.2672036540765035,0,6.279060254421784,0,0,0,5.663296548316072,5.766449354399277,6.839159063435364,6.468395155895023,5.347890351745083,5.471234834905787,5.332903830605924,0,0,0,5.8666586023267024,6.307636735008061,5.310941584175786,6.709131117995414,6.914718769856978,6.963400902095481,0,0,0,0,0,0,6.941876547066582,6.957356008280701,5.905034930875347,7.662338883395986,7.655789077523369,7.4995683010817205,4.519769673464238,5.43607048859383,7.140856553373229,6.694395536781177,6.716646563674403,6.234377126914016,6.376394539150323,4.325765647138734
